400	82.7549
405	87.1204
410	91.486
415	92.4589
420	93.4318
425	90.057
430	86.6823
435	95.7736
440	104.865
445	110.936
450	117.008
455	117.41
460	117.812
465	116.336
470	114.861
475	115.392
480	115.923
485	112.367
490	108.811
495	109.082
500	109.354
505	108.578
510	107.802
515	106.296
520	104.79
525	106.239
530	107.689
535	106.047
540	104.405
545	104.225
550	104.046
555	102.023
560	100
565	98.1671
570	96.3342
575	96.0611
580	95.788
585	92.2368
590	88.6856
595	89.3459
600	90.0062
605	89.8026
610	89.5991
615	88.6489
620	87.6987
625	85.4936
630	83.2886
635	83.4939
640	83.6992
645	81.863
650	80.0268
655	80.1207
660	80.2146
665	81.2462
670	82.2778
675	80.281
680	78.2842
685	74.0027
690	69.7213
695	70.6652
700	71.6091
